id,category,text,trans_text
779,service,오겹살을 먹는데 철사판이 나와 의아했지만 일단 구워보기 시작했습니다. 그런데 굽는 와중 기름이 떨어져 불이 캠프파이어처럼 솟더군요. 그제야 얼음을 주시며 얼음으로 불을 꺼가며 구우라고 하셨습니다. 추후 여쭈어보니 평소에 쓰던 숯이 수급이 되지 않아 좋지 않은 숯을 주셨다 하시네요.. 방법이 없는데 가장자리로 하면 된다고.. 차라리 처음부터 설명해주시지.. 억울한 마음에 따져 물으니 '불이 붙을지 안 붙을지 알 수 없어 중간에 불이 나면 얼음을 드린다'고만 답하시고 자리를 그낭 떠나버리시더군요. 세상에 고기 기름이 떨어지는데 불이 안 붙는 숯도 있나요? 준비가 제대로 되어 있지 않으면 그 메뉴를 내놓지 않거나 최소한 처음에 정확히 상태를 설명해주셨어야 한다고 봅니다.,"I was surprised that a wire plate came out while I was eating pork belly, but I started grilling it first. But while baking, the oil fell and the fire rose like a campfire. Then they gave me ice and told me to put out the fire with ice and bake it. When I asked later, they gave me bad charcoal because the usual charcoal was not supplied.. There's no way, but you can use the edge.. Why don't you explain it to me from the beginning.. When I asked him out of frustration, he only answered, ""I don't know if it'll catch fire or not, so if there's a fire in the middle, I'll give you ice,"" and left. Is there any charcoal in the world that doesn't catch fire when the meat is running out of oil? If it's not well prepared, I think you should have not served the menu or at least explained the condition correctly at first."
780,service,음식도 맛있고 직원분들도 친절하시네요. 모임 잘 하고 왔습니다.,The food is delicious and the staff are kind. We had a great meeting.
781,service,"도끼살은 하루 20개 한정판매인데 운좋게 맛볼 수 있었어요! 맛있었어요 ???
차돌된장찌개도 서비스로 주셔서 좋았습니다!!
그리고 청어알볶음밥 꼭 드세요~~~? 존맛","It's a limited sale of 20 ax meat a day, but I was lucky to taste it! It was delicious ???. The beef brisket doenjang jjigae was also good for free! And make sure to eat herring roe fried rice~~~? So delicious"
782,service,딱히 친절하진 않으나 그래도 맛도 있고 괜찮아요,"I'm not that kind, but it's delicious and okay"
783,service,"5시예약하고 시간맞춰갔지만 아직 아무런 세팅조차 되어있지않음. 우리가 도착해서야 2층 불을 키면서 시작을 하심. 
2층 룸이 유리문으로 되어있어서 바람이 많이 들어왔는데 너무 추워서 손발이 얼어서 밥을 제대로 먹지도 못함. 히터는 켯지만 바람이 나오면서 찬바람으로 바뀔정도였고 따로 히터나 담요조차 준비되어있지않음. 이번겨울을 처음 맞이하는 식당도 아닌데 너무 심하게 추워서 빨리나가고 싶엇음. 겨울에 가신다면 비추합니다.  추워서 밥을 먹을수 없을정도임. ","I made a reservation for 5 o'clock and went on time, but nothing has been set up yet. Only when we arrived did they start by turning on the fire on the second floor. The room on the second floor was made of glass doors, so it was very windy, but my hands and feet were freezing and I couldn't even eat properly. The heater was turned on, but it turned into a cold wind as the wind came out, and there was no heater or blanket prepared. It's not my first time at this winter's restaurant, but I wanted to go out quickly because it was so cold. I don't recommend it if you go in winter.  I can't eat because it's'"
784,service,"- 가족 생일파티 장소로 미리 예약하고 방문했어요! 3명이라 룸은 못 잡았고 2층 테이블에서 먹었는데 좌석이 그렇게 많지 않아서 막 시끄럽거나 그러지 않아서 좋았어요.
- 몽련도끼살+오겹살+두항정살+청어알볶음밥 주문했고 전체적인 총평부터 말하자면 몽련도끼살보다는 오겹살과 항정살이 존맛입니다. 도끼살 먼저 먹고 오겹살 항정살을 나중에 더 시켰는데 처음부터 이거 시킬걸 후회했어요ㅠㅋㅋㅋ 도끼살은 특이하다는거 빼고는 살짝 질긴 부위도 있고 양이 너무 적어서 기대한것보다는 그저 그랬어요ㅠ 뼈 무게 빼면 양이 너무 적어요. 
그리고 청어알볶음밥 강추..! 무슨 맛이다 설명은 잘 못하겠지만 처음 먹어보는 맛이었고 볶음밥치고 6천원이면 좀 비싸지만 되게 고급진 맛이었어요. 서비스로 나오는 차돌된장찌개도 굿굿","- I made a reservation for my family's birthday party in advance and visited! I couldn't get a room because there were 3 people, and I ate at the table on the 2nd floor, but there weren't many seats, so it was good because it wasn't noisy.. - We ordered Mongryeon axe + pork belly + tofu pork belly + herring roe fried rice, and the overall review is that pork belly and pork neck are more delicious than Mongryeon axe. I ate ax meat first and ordered pork belly meat later, but I regretted ordering this from the beginningExcept that the ax meat is unique, there are some tough parts, and the amount was too small, so it was less than I expected. If you take out the weight of the bone, the amount is too small. And I strongly recommend the herring roe fried rice! I can't explain what it tastes like, but it was my first time eating it, and 6,000 won was a bit expensive for fried rice, but it was very luxurious. Beef brisket doenjang jjigae is also good"
785,service,고기맛은 무난하나 서비스가 너무 불친절함. 밥도 몇번을 얘기해야 갖다주고 리필해달라고 하면 기분나쁘게 째려봄. 소스좀 달라고 했더니 말도 안하고 안먹는거 뿌려주고는 가버림. ,"The taste of the meat is easy, but the service is too unfriendly. I have to tell him how many times to bring me food and when he asks for a refill, he glares at me in a bad mood. I asked for some sauce, but he didn't say anything and left."
786,service,"맛 ●●●●○
양 ●●●○○
청결&서비스●○○○○
접근성 ●●●●○

성수! 위치좋고, 단체로 예약가능해서 결정
다만 벨이 없고.. 우린 2층이었는데 종업원 부르는게 매번 일이었다.. 

2층에 우리 한 팀이라고해도, 주기적으로 좀 들여다봐주지.. 

사람이 많지않아서 맛없나했는데, 맛은 좋았다 양은 쏘쏘! 

단체모임장소를 찾는다면 성수에서 이곳! 적당하다!","Taste ●●●●○. Sheep ●●●○○. Cleanliness & Service ●○○○○. Accessibility ●●●●○. ... Seongsu! Decided because the location is good and you can make a reservation as a group. It's just that there's no bell.. We were on the second floor, and it was always work to call the waiter.. . Even if it's our team on the second floor, why don't you look into it regularly... I thought it wasn't good because there weren't many people, but it tasted good Yang is so so! If you're looking for a place for a group gathering, go to Seongsu! That's enough!"
787,service,회사 회식으로 갔는데 분위기 너무 좋고 행복한 시간이었어요~ 완전 추천합니다?? 직원 아주머니도 너무나 친절하셨어요 기분 좋은 식사였습니다~ ,"We went to the company dinner, and the atmosphere was so nice and it was a happy time I really recommend itThe ?? staff lady was so kind It was a good meal"
788,service,먹느라 고기사진이 없네요 와인콜키지 무료라서 좋고 고기 맛있어요~  고기를 직접 구워야 하고 주차 안되는게 아쉬워요,"I'm eating, so I don't have any pictures of meat It's good because wine cologie is free and the meat is delicious. It's a shame that I have to grill the meat myself and I can't park"
789,service,좀 친절하면 좋겠어요.,I'd like you to be kind.
790,service,항상 맛있는 돼지고기. 돈마호크랑 뒷덜미살 강추입니다. 다만 일하는 분들의 서비스가 너무 퉁명스럽고 짜증이 납니다,Always delicious pork. I strongly recommend Don Mahawk and backside. But the service of the workers is so curt and annoying
791,service,제주돼지 오겹살 너무 맛있었어요! 사장님도 친절하시고 고기 신선하구 맛나요~~!,Jeju pork belly was so good! The owner is kind and the meat is fresh and delicious!
792,service,정말 맛있고 모임하기에도 부족함이 없습니다. 직원분도 정말 친절하시고요,It's really delicious and there's no shortage of gatherings. The staff is very kind
793,service,음식은 괜찮은데 직원분들 응대가 정신 없고 친절하진 않으세요 ,"The food is okay, but the staff members are not very friendly"
794,service,"몽련 도끼살은 안 땡기고 목살은 다 나가서 오겹살 시켜먹었는데 당연하지만 비계가 많아서 그런지 실망스러운 저녁이었습니다. 이왕이면 다들 오겹살 말고 다른 거 드세요… 딱히 밑반찬이 특별하지도 않아요. 그리고 홀에 이모님 한분만 일하셔서 너무 힘들어보였습니다 ㅠㅠ

-
댓글보고 다시 남깁니다. 여기 주력 메뉴인 몽련 도끼살이 양념된 것 아닌가요? 아니라면 정정합니다. 세트는 목살 다 나갔다기에 남은 오겹살로 선택해서 주문했고요. 2층에서 먹었는데 거기엔 이모님 한 분이 일하시던데요? 내부 사정은 모르겠지만 서비스가 원활하지 않았던 것도 맞습니다. 무조건 비방한 것도 아니고 여기서 먹지 말라고 한 것도 아니고 이왕이면 다른 메뉴를 드시라고 한 건데 이런 반응이 더 이해안되네요","I didn't crave Mongryeon's ax meat, and I went out to order pork belly, but it was a disappointing dinner because there was a lot of fat. If you can, eat something other than pork belly... The side dishes aren't that special. And there was only one aunt working in the hall, so she looked so tired - I'll read the comments and leave it again. Isn't this the main menu, Mongryeon Doksal, seasoned or not? Correct. I ordered the set with the leftover pork belly because I heard the pork neck was all gone. I ate it on the second floor, and there was an aunt working there  I don't know about the internal situation, but it's true that the service was not smooth. I didn't mean it. I didn't tell you not to eat it here. I told you to eat something else, but I don't understand this reaction"
795,service,"요청사항에 좋은 자리 부탁드린다고 말씀드렸는데 창가자리 안내해주셨구요 이건 맘에 들었어요 고기도 가격만큼 맛있었구요 친절한건 잘 모르겠네용 
두번은 안갈거같아여","I asked for a good seat, but you showed me a window seat I liked this one The meat was as good as the price I don't know how kind you are. I don't think I'll go twice"
796,service,"모임으로 갔는데,친절하고 맛있었어요!
도끼살 체고?","I went to the meeting, and it was kind and delicious! Go for the ax meat ?"
797,service,맛잇는게 넘넘 많아요! 그리고 친절하셔요?,There are so many delicious things! And he's kind?
798,service,"직원들에게 맛있는 고기 사주고 싶어 예약했습니다. 
단체석이 홀과 분리되어있어 프라이빗하고 접객 서비스도 훌륭했습니다. 도끼살, 오겹살 둘 다 인기가 많아서 엄청나게 먹었네요^^*
육회도 맛있어서 네 접시나 비웠습니다. 육사시미도 썰어서 내어주셨는데요. 당일 도축한 신선한 고기 최고였습니다! 다음 회식 때도 몽련에 올 것 같네요! ","I made a reservation because I wanted to buy delicious meat for the staff. The group seats were separated from the hall, so it was private and the service was excellent. Axe meat and pork belly are both popular, so I ate a lot^^*. Beef tartare was also delicious, so I emptied four plates. They also cut the meat sashimi. Fresh meat slaughtered on the day was the best! I think I'll come to Mongryeon again at the next get-together!"
799,service,"솔직히 음식 맛있음 직원분들 친절함!
된장찌개랑 볶음밥 꼭 드세여 두번드세여
근데 이정도면 금액이면 다른가게들은 다 구워주는데..
구워먹어야하는게 불편함..ㅠㅠ
","Honestly, the food is good and the staff is kind! Make sure to eat doenjang jjigae and fried rice twice. But if it's this much, other restaurants can cook it for you... It's uncomfortable to grill and eat..crying."
800,service,2층 응대해주시는 직원분 좀 친절하게 대해주셨으면 좋겠어요.....너무 혼내시네요ㅠㅜ,I want the staff on the second floor to be kind...You're scolding meㅜㅠ
801,service,"콜키지프리 좋아용   친절, 반찬, 고기, 볶음밥 전부 맛있어요?","Corky free. Kindness, side dishes, meat, and fried rice are all delicious?"
802,service,서빙하시는 분들도 친절하고 메뉴도 맛있고 기분 좋은 저녁자리였습니다 : ),"The serving staff were kind, the menu was delicious, and it was a pleasant dinner :)"
803,service,"서비스 꽝!! 함께 식사하기위해 가신 동료분들 식사 다 마치신다음에야 음식이 나왔어요 
미안해하는 기색하나 없이 오늘따라 냉면 시킨사람이 많아서 그런다며.. 이해해 보려해도 이해할수 없었습니다 저희가 3번째 테이블에다 이전 테이블 다 드시고 나가고 이후에 오신 분들은 냉면드시고 계시고… 그런데 정말 냉면 시킨사람이 많아서 였나요?
그리고 저희 음식 아직 안나왔어요~ 라고 몇번을 말했는지.. 어떤 음식을 시켰는지도 기억 못하시고 계속 곧나온다고 거짓말만 하시고 늦게 나와서 미안하다는 말 한번을 안하시는 뻔뻔함에 감탄했습니다
냉명인데 미지근했어요.. 이런 불친절 사양하고 싶네요 정말","Bad service! The food came out after the colleagues who went to eat with us finished eating. You said it's because there are so many people who ordered cold noodles today without showing any signs of apology.. I tried to understand, but I couldn't We're going to eat the 3rd table, and the people who came afterwards are eating naengmyeon... Was it because there were so many people who ordered naengmyeon. And how many times did I say that our food hasn't come out yet.. I was impressed by the brazenness of not remembering what food I ordered and lying that it was coming out soon and not saying sorry for coming out late. It was cold, but it was lukewarm.. I really want to decline unkindness"
804,service,"도끼살 존맛ㅠ 찌개도 맛있어요!! 다음에 재방문의사있고 밑반찬들도 존맛이여요ㅠㅠ
다만.. 너무 바쁘신지 담당서버님이 조금 불친절하셔서 아쉬웠습니다.","The ax meat is so good. The stew is good, too!! I'm willing to revisit next time and the side dishes are also very delicious. However, I was sorry that the server in charge was a little unfriendly because he was too busy."
805,service,"성수동 서울숲쪽이 아니라 맞은편 도로쪽에 위치한
곳이었어요. 고기는 괜찮았는데 사장님인지 남자분 불친절하네요. 20만원어치 먹고 더달라고 한것도 없고 현금결재하고나서 후식 서비스 사탕하나 없길래 입가심으로 콜라 한병  주실수 있는지 물었더니 정색을 하고는 딱딱한 표정으로 “그런거 없어요”
물어본 사람 무안하게 좋게 이야기 하실수도 있는건데
말이에요. 고깃집 너무 많은데,, 다시 방문하고 싶지 않은 곳 입니다.","Located on the opposite road, not the Seoul Forest in Seongsu-dong. It was a place. The meat was okay, but the owner or the man is unfriendly. I didn't ask for more after eating 200,000 won worth of food, and after paying in cash, I didn't have a dessert service candy, so I asked if I could give me a bottle of coke as a mouthwash, and he looked serious and said, ""There's nothing like that."" The person who asked might say it in an embarrassing way. I mean, there are so many meat restaurants, but I don't want to visit them again."
806,service,"시그니쳐인 도끼고기 맛나게 먹었어요!
가성비는 좋다 하기에 살짝 부담스러웠고 코키지프리는 주문량에 비례해 주면 좋겠습니다.
그런데 2층 3~4인석을 예약했는데 1층에 자리를 주면서 왜 예약 아닌 자리를 주는지 설명이 없었어요!
굉장히 오래전에 예약했음에도 살짝 아쉬웠습니다.","I enjoyed the signature ax meat! The cost-effectiveness was a bit burdensome to say it was good, and I hope you can proportionalize the order for the Cozy Free.. However, I reserved a seat for three to four people on the second floor, but there was no explanation why they gave me a seat on the first floor! It was a bit disappointing even though I made a reservation a long time ago."
807,service,직원분들 너무나 친절하시고 고기도 당연 맛났어요 ㅎㅎㅎ,The staff were so kind and the meat was definitely delicious Hahaha
808,service,"소고기가 먹고 싶은 날이라 소세트를 시켰는데! 시그니처(?) 도끼살 다들 드시더라구요!!! 다음엔 소세트보다는 도끼살 먹어보고 싶었어요~~ 매장이 많이 추웠는데,, 직원분들께서 신경써주셔서 감사했습니당?","I ordered a small set because I wanted to eat beef! Signature() Everyone was eating ax meat!!! Next time, I wanted to eat ax meat rather than beef set~~ The store was very cold, but thank you for the staff's care. ?"
809,service,"음식은 맛있으나 친절함은 부족하고 서비스도 떨어짐.
예를 들어 쯔란 좀 달라고 했더니 양고기를 시켜야만 준다고 함. 쯔란이 비싸다면 이해를 하겠는데 서비스에 대한 이해력이 부족한건지 ...
그리고, 너무 시끄러워서 조용하게 식사하는 장소는 아닌듯 함    ","The food is delicious, but the kindness is insufficient, and the service is poor.. For example, when I asked for some tzuran, they said they would give me lamb only if I ordered it. I understand if Tzuran is expensive, but I don't know if it's a lack of understanding of the service... And, it's too loud to be a quiet place to eat"
810,service,"사장님이 불친절 하시고 청결도 의심돼요
그냥 물인데 물에 휴지조각 같은게 떠다니고 바꿔도 똑같아요
고기 맛은 괜찮았으나 유쾌한 식사는 아니었습니다","The boss is unkind and I suspect cleanliness. It's just water, but it's the same even if a piece of tissue floats in the water and changes it. The meat tasted good, but it wasn't a pleasant meal"
811,service,"분위기, 위치, 맛 모두 만족시키는 맛집입니다!

오랜만에 쏙 마음에 드는 집을 발견했네요!

직원분도 엄청 친절해요!","It's a restaurant that satisfies the atmosphere, location, and taste! . It's been a long time since I found a house that I liked! . The staff is very kind, too!"
812,service,"도끼살 오겹살은 꼭 드세요
안내하시는분이나 여자직원분이 친절하진 않지만
가끔가도 평타는치는맛이라
돼지고기는 이집으로가요","Make sure to eat the ax meat pork belly. The guide or the female employee is not kind. Sometimes, it's a good thing. Pork goes to this place"
813,service,"고기 맛있게 잘 먹었습니다!
담에 또 방문 할게요~~ 분위기도 좋고
다만 알바인지 여직원 분 조금만 더 친절하셨으면ㅠ","Thank you for the meat! I'll come back next time~~ The atmosphere is nice. However, if it was a part-time job or a female employee, I wish she was a little nicer"
814,service,"음식은 맛있었어요. 
평일 점심 시간에도 사람이 많아서인지 직원분들은 정신없어 보였어요.
처음 방문이라 메뉴판에 보이는 양을 기준으로 시켰는데 적은 양인 듯 눈치를 주셔서 당황했어요. 부족하면 추가 주문이 당연한건데 양을 잘 알고 있는 직원입장에선 얘기해주고 싶은 맘은 알지만 초면인데 ㅎ
시그니처 메뉴가 뼈무게가 포함되었는지 좀 적게 느껴졌어요~","The food was delicious. The staff seemed to be busy even during lunchtime on weekdays.. It was my first visit, so I ordered it based on the amount shown on the menu, but I was embarrassed because they noticed that it was a small amount. If it's not enough, it's natural to order additional, but from the perspective of an employee who knows the amount well, I know I want to tell you, but it's my first time seeing it. I felt a little less if the signature menu included bone weight"
815,service,매장 넓고 직원분 친절하고 좋았습니다.,The store was spacious and the staff was kind and nice.
816,service,"음식은 대체로 맛있었는데 예약시간 5분 전에 도착했는데도 예약석이 준비되지 않았더라고요. 그리고 포스기 앞에 계신 남성분이 친절하지 않으시고, 벨을 눌러도 직원분들이 반응을 안해서 여러번 눌러야 그때 오시더라고요. 음식 한 번 먹기가 어려웠습니다.","The food was generally delicious, but even though I arrived 5 minutes before the reservation time, the reserved seat was not prepared. And the man in front of the POS flag is not kind, and the staff didn't respond when I rang the bell, so I had to press it several times to come. It was hard to eat once."
817,service,예약했더니 창가 쪽에 미리 세팅해주셔서 편리했어요. 맛은 물론 멋진 분위기까지 공존하는 곳입니다.,I made a reservation and it was convenient because they set it up by the window. It is a place where not only the taste but also the cool atmosphere coexist.
818,service,"토요일 방문 하였습니다. 그날은 지인들과 오랜만에 만나는 날이라 제가 추천해서 몽련에 가는거였는데 맛은 있지만 서비스가 별로란 얘기를 들었습니다. 토요일 바쁜 시간이였는데 점원분이 2분만 계서더라구요. 바쁘신건 이해 하겠는데.. 서빙하시는 여성분 냉면 육수 흘리고 사과는 안하시고 옷에 튀었냐고 물어보는게 다였어요.
좋은 인상의 식당이 서비스로 저에게는 안좋은 인상의 식당이 되어서 안타깝습니다.","I visited on Saturday. It's been a while since I met my acquaintances, so I recommended it and went to Mongryeon, but I heard that it was delicious but the service was not good. It was a busy time on Saturday, but the clerk was only there for two minutes. I understand you're busy, but.. The serving woman spilled cold noodle broth and asked if it splattered on her clothes without apologizing.. It's a pity that a restaurant with a good impression has become a restaurant with a bad impression for me due to its service."
819,service,"고기는 괜츈, 서빙 직원은 틱틱대고 그닥 친절하진 않았어요,,,","The meat was fine, but the serving staff was ticier and not very nice,,,"
820,service,사장님이 웃음이 부족하지만 아줌마 친절하시고 메뉴도 괜찮음.,"The boss lacks laughter, but the lady is kind and the menu is good."
821,service,"손님 접대하러 갔는데 종업원이 너무 틱틱대서 눈치보임. 
고기 더시킬꺼라고 주문할때 얘기했어도 본인들끼리 소통 안되고, 딴사람이 와서 더시키라고 눈치줌. 
그렇다고 딱히 고기맛이 좋지도 않고. 
공간 넓은건 장점.","I went to entertain guests, but the waiter was so ticklish that they couldn't communicate with each other even if they ordered more meat, and someone else came and told me to order more. But the taste of meat isn't good. The advantage is that the space is big."
822,service,고기는 그저 그래요!! 사장? 알바생 불친절,Meat is just so-so!! Unkind part-timers
823,service,"처음 가보는곳인데 예약을 하고가서 편하게 식사했고
매장이 바빴는데 직원분들이 친절해서 좋았습니다.
소고기, 돼지고기 2개 모두 맛있게 잘 먹었습니다ㅎ","It's my first time going there, so I made a reservation and ate comfortably. The store was busy, but the staff was kind, so it was good.. I enjoyed both beef and porkHah!"
824,service,분위기도 좋도 친절하시고 맛조 좋아여,The atmosphere is nice and nice
825,service,맛도 좋고 서비스도 너무 좋아 재방문 의사 있습니다,It tastes good and the service is so good. I'm willing to revisit it
826,service,"청결하고 고기도 너무맛있고 좋은데 
직원이 좀 불친절하네여~~;;의자가 흔들거리다가 
손님이 앉았는데 의자부셔져도 
종업원은 한번 처다만보고 아무런 조치도 없네여 ㅋ결국 그냥 손님이 의자 바꿔왓음…","It's clean and the meat is so delicious and nice. The staff is a little unfriendly~~;; The chair was shaking. Even if a customer sits down and breaks the chair. The employee looked at me once and didn't take any action. In the end, the customer just changed the chair..."
827,service,맛있게 잘먹었고 2층 여자직원분 너무 친절하셨어요 추웠던것만 빼면 좋았어요 히터가 틀어져있는데도 계슉 춥더라고요,"I enjoyed the food and the female employee on the 2nd floor was so kind Except for the cold weather, it was good. It was cold even though the heater was on"
828,service,음식이 맛있고 서비스가 좋았습니다,The food was delicious and the service was good
829,service,"우선 손님이 많아서 그런지 직원분들이 정신이 없어 보였어요. 그래서!! 서비스는 별로 입니다!! 

도끼살보다는 목살이 더 맛이 있었어요.
한번쯤 먹을만하지만 찾아서 먹고 싶을 정도는 아닌거 같아요. 개인적으로 목살을 추천해요.
된장찌개, 볶음밥 맛 있어서 된장찌개는 두번 시켜 먹었어요. 간도 적당했어요","First of all, the staff seemed to be busy because there were many customers. So!! The service is not good!! . Pork neck was more delicious than axe meat.. It's worth eating once, but I don't think it's enough to find it and want to eat it. Personally, I recommend pork neck.. Doenjang stew and fried rice were delicious, so I ordered doenjang stew twice. The seasoning was just right"
830,service,"3번째 방문인데
알바생분 바쁘다고 짜증좀 그만냈으면 좋겠어요 하핳
암튼 맛잇고 방문할때마다 늘 만족스럽습니다! ","It's my third visit. I hope the part-timer doesn't get annoyed because he's busy. Anyway, it's delicious and I'm always satisfied whenever I visit!"
831,service,친절하고 고기가 연하고 깔끔하면서 좋아요,It's kind and the meat is light and clean
