id,category,text,trans_text
10,taste,"샐러드+파스타/리조또+스테이크 세트로 먹었어요~ 샐러드가 내용이 좋고, 드레싱이 상큼해요~ 봉골레 파스타 매콤하니 맛있어요! 스테이크도 맛있어요~ 추천이요!","I ate salad, pasta, risotto, steak set The salad has a good content, and the dressing is refreshing Vongole pasta is spicy and delicious! Steak is good, too I recommend it!"
11,taste,"재료 완전 신선하고 다 맛있어요:) 
스테이크도 맛있구 깔끔하구 직원분들도 친절하시구 음식도 빨리나옵니당~~~
로제 파스타 왕왕추천~~~~!!","The ingredients are all fresh and delicious:). Steak is delicious, clean, and the staff is kind, and the food comes out quickly. I highly recommend rose pasta!!"
12,taste,음식나오자마자 바로손이가서 먹던도중에 사진을 찍었네요  ㅋ식전빵두 맛있구 부채살스테이크도 맛있구 파스타두 다맛있었어요 즐거운 가족식사 하구갑니다. 보통 스테이크는 맛있는데  찾기 쉽지않은데 여기는 기대이상이네요 강추합니다 ㅋ,"음식나오자마자 바로손이가서 먹던도중에 사진을 찍었네요  ㅋ식전빵두 맛있구 부채살스테이크도 맛있구 파스타두 다맛있었어요 즐거운 가족식사 하구갑니다. Usually, steak is good, but it's not easy to find, but this place is better than I expected I strongly recommend it"
13,taste,"분위기가 좋아서 여자친구랑 오길 잘한것 같네용
여자친구랑 고기 300g이 둘이먹기 딱 좋았어요!
매장도 쾌적하고 친절해서 좋았어요 ???
비오는날 매콤한 파스타 너무 맛있었습니다~~!!","I'm glad I came with my girlfriend because the atmosphere was good. 300g of meat with my girlfriend was perfect for two people! The store was pleasant and friendly, so I liked it ???. Spicy pasta on a rainy day was so delicious!!"
14,taste,"신랑이랑 발렌타인데이 기념으로 분위기 좋은 곳에서 저녁먹으려구 검색하다가 우연히 찾은곳인데, 은은한 조명 덕분에 분위기 up이고, 음식도 너무 맛나요 *-*
세트메뉴 구성이 알차서 세트메뉴로 시켰는데 남김없이 싹싹 먹었어요~ 모둠샐러드엔 메뉴에 나와있는 모든종류의 샐러드가 다 들어있어서 이것저것 맛볼 수 있어서 정말 최고네요? 
로제파스타의 꾸덕한 소스와 야들한 부채살 스테끼까지!  특별한 날 좋은곳에서 분위기내며 근사한 저녁시간 보내게 되어서 넘 좋으네요~??","I came to this place by chance while searching for dinner at a place with a good atmosphere to celebrate Valentine's Day with my groom, and thanks to the subtle lighting, the atmosphere is up and the food is so delicious *-*. The set menu was full, so I ordered it as a set menu, but I ate it all The assorted salad has all kinds of salads on the menu, so you can taste this and that, so it's really the best ?. Rose pasta's thick sauce and soft fan meat steaks!  It's so nice to spend a wonderful evening in a nice place on a special day??"
15,taste,"오뜨로 부엔 디아 왔는데 너무 마음에 들어서 리뷰 남겨요.
분위기도 깔끔하고 좋고 타이거새우 로제 파스타, 부채살 스테이크 맛있었어요! 데이트코스로 추천합니다???","I came to Oto Buendia and I really like it, so I leave a review.. The atmosphere was clean and nice, and Tiger Shrimp Rose Pasta and Fanmeat Steak were delicious! I recommend it as a date course???"
16,taste,예약해서 갔는데 메뉴도 빨리나오고 친절하시고 매장청결상태도 좋았습니다. 다음에 재방문해서 다른메뉴도 먹어보고 싶습니다!,"I made a reservation, and the menu came out quickly, and the store was clean. I'd like to revisit and try other menus next time!"
17,taste,양이 푸짐한데 맛있어서 싹싹 비우고 왔어요?,"There's a lot, but it's good, so I emptied it?"
18,taste,전부터 오고 싶었던 곳인데 드디어 와보네요? 음식이 너무 맛있어서 다음에 또 오고 싶어요! 스테이크 정말 부드럽구 봉골레 파스타가 진짜 맛있어요!! ,"I've been wanting to come here for a long time, but I'm finally here? The food is so delicious that I want to come again next time! The steak is really soft and the vongole pasta is really good!!"
19,taste,와이프 생일기념으로 방문했는데 친절하시고 맛도 좋습니다 아이들이 다 맛있는데 식전빵이 특히 맛있다고 써달라고 하네여~ 잘 먹었네여,I visited to celebrate my wife's birthday and she is kind and delicious The kids are asking me to write that the bread is especially delicious. Thank you for the food
20,taste,"서울숲에서 제일 좋아하는 식당이에요!!!
몇번째 방문인지도 기억 안날만큼 자주 왔어요?
매번 올때마다 너무 맛있게 먹습니다
어머님 아버님 입맛에도 딱이에요!!
항상 번창하시고 오래오래 계셔주세요~~","It's my favorite restaurant in Seoul Forest!!! I came here so often that I don't even remember how many times I visited ?. I eat it so deliciously every time I come. It's perfect for your mom and dad's taste, too! I hope you always prosper and stay with us for a long time~~"
21,taste,음식이 다 맛있고 재료도 신선해요 가성비도 좋고 양도 많아요! 잘 먹고 갑니다~????,"The food is all delicious and the ingredients are fresh, the cost-effectiveness is good, and the amount is large! I'm going to eat well????"
22,taste,남자친구 생일이라 좋은곳에서 밥먹고 싶었는데 잘 발견한거 같아요 ㅎㅎ 인테리어 깔끔하고 직원분들도 친절하시고 음식도 맛있었어요 모듬 샐러드로 각 종류 샐러드 다 맛 볼 수 있는게 좋더라구요,"I wanted to eat at a nice place because it was my boyfriend's birthday, but I think I found it well The interior was clean, the staff was kind, and the food was delicious I like it when I can taste all kinds of salads with a combination salad"
23,taste,"음식도 맛있고, 주문한 메뉴들도 빨리 나와서 놀랐고, 계산할 때 가성비에 또 놀랐어요. 테이블도 넓고 깨끗하고 맛있게 잘 먹고 갑니다. ?","The food was delicious, I was surprised that the menu I ordered came out quickly, and I was also surprised by the cost-effectiveness when I paid. The table is wide, clean and delicious. ?"
24,taste,"아 진짜? 버릴 것 없이 넘넘 맛있어요ㅠㅠ 스테이크 굽기도 딱 알맞고 하나도 안질기고 파스타 소스 머선일이에요,, 적당히 꾸덕하고 안느끼해서 자꾸자꾸 손이 가는 맛..!! 식전빵에 크림소스 찍어서 먹으면 을매나 맛있게요~ 가성비좋은 할인 이벤트까지,,? 잘 먹고갑니다?","Ah really ? It's so delicious without throwing it away???????? The steak is just right and not tough at all, and the pasta sauce is the best. It's moderately thick and not greasy, so I keep wanting to eat it. If you dip the bread in cream sauce, it'll be so delicious Even a cost-effective discount event...? Thank you for the meal?"
25,taste,어버이날 기념으로 부모님 모시고 왔는데 너무 좋았어요 ㅎㅎ 파스타도 너무 맛나고 스테이크가 생각보다 너무 맛있어서 감동입니다. 다음에 또 올겁니다!! 주차도 1시간 빌딩 무료에요!,"I brought my parents to celebrate Parents' Day, and it was so good. I am touched that the pasta was so delicious and the steak was so delicious than I thought. I'll be back next time!! Parking is also free for 1 hour building!"
26,taste,친구랑 처음 방문했는데 둘다 너무 만족하면서 먹었습니다 ??? 분위기도 좋고 다음에는 다른 메뉴도 먹어보고 싶네용!!,"It was my first time visiting with my friend and I was so satisfied with both ??? The atmosphere is good, and I want to try other menus next time!!"
27,taste,"샐러드 싱싱하고 깔끔해요.
해산물파스타 재료 싱심하구요.
조용하게 식사할수 있어서 좋아요.
친절하구요",Salad is fresh and clean.. Seafood pasta ingredients are fresh.. It's nice to be able to eat quietly.. It's kind
28,taste,"매장이 깔끔해요 
그릇도 이쁘고, 음식이 가격도 합리적이고 맛있네요
재방문 할 의사 있습니다~
","The store is clean. The dishes are pretty, and the price of the food is reasonable and delicious. I'm willing to revisit."
29,taste,파스타가 너무 자극적이지않아 무난하게 먹기 좋아요 타이거새우도 완전 신선합니다?? 새우살 먹었는데 세상에 입에서 녹네요ㅠㅠ 분위기도 좋아서 특별한날 분위기내기 좋을거같아요?,"The pasta is not too strong. It's easy to eat. Tiger shrimp is also fresh?? I ate shrimp meat, but it melts in my mouth. The atmosphere is good, so I think it'll be good to create a special atmosphere?"
30,taste,"서울숲역 근처 알리오올리오 맛집이에요!
파스타면 돌돌 말아서 마늘, 올리브 올려먹으면 맛있어요! 적당한 매콤함과 짭쪼름함이 어울리는 맛입니당","This is a famous aglio e olio restaurant near Seoul Forest Station! If it's pasta, it's delicious if you roll it up and eat it with garlic and olives! It's a taste that goes well with the right amount of spicy and salty taste"
31,taste,너무 맛있어요 분위기도 좋고 데이트 장소로 추천합니당 스테이크 가성비 좋아요!,It's so delicious. The atmosphere is good and I recommend it as a date place. Steak cost-effectiveness is good!
32,taste,"성수동  맛집
핫플 ?? 오뜨로 부엔  디아
맛  분위기  모두  만족 
",Good restaurants in Seongsu-dong. Hotple ?? Otro Buendia. I'm satisfied with the taste and atmosphere.
33,taste,식전빵이랑 샐러드 너무 미쳤고 해산물 파스타도 정말 맛있습니다 !! 스테이크는 말할 필요도 없구요 ㅋ ,The bread and salad are crazy and the seafood pasta is really delicious!! Not to mention the steak K
34,taste,"세트 구성이 알차고 메뉴가 다 맛있습니다
분위기도 좋고 음식도 맛있고 정말 최고였어요!!","The set is full and the menu is all delicious. The atmosphere was good, the food was delicious, and it was the best!!"
35,taste,오랜만에 성수동 놀러와서 여길 또 왔네요. 맛있게 먹고 갑니다. ?,It's been a while since I came to Seongsu-dong and came here again. I'm going to eat it deliciously. ?
36,taste,"맛있게 잘 먹고 갑니다.
부채살 익힘정도 아주 훌륭합니다.
로제파스타 일부러 맵게 주문했는데 개인마다 차이는 있겠지만 제 기준 적당하게 매콤하고 기본 로제 베이스도 아주 훌륭했습니다.
크림리조또도 담백하고 크리미하게 잘 되었고 쌀의 익힘정도가 아주 알맞게 잘 되었습니다. 
재방문의사가 있을정도로 아주 즐거운 식사 하였습니다.","I'm going to eat it deliciously.. The pan meat is also very good.. I purposely ordered a spicy rose pasta, but it depends on the individual, but it was moderately spicy by my standards and the basic rose base was excellent.. The cream risotto was light and creamy, and the rice was cooked properly. I enjoyed the meal so much that I was willing to revisit."
37,taste,"연어샐러드가 제일 맛있어요
전체적으로 괜찮아서 잘먹었네요
주말 낮인데 북적거리는분위기아니고
조용해서 좋네요 

까르보나라 짜지않게 요청드렸는데
좀 간이 쎄서 아쉬웠어요
","Salmon salad is the best. I ate it well because it was good overall. It's weekend afternoon, but it's not crowded. It's nice to be quiet. I asked for Carbonara. I was sad because it was a bit salty."
38,taste,하우스와인으로 생일축하모임하기 좋아요. 음식도 이쁘게 플레이팅하며 맛도 있고 근처 서울숲 산책 후 식사하기 좋은 곳이네요,"It's good to have a birthday party with house wine. The food is beautifully plated, delicious, and it's a good place to eat after taking a walk in Seoul Forest"
39,taste,분위기도 좋고 음식도 맛있었습니다! ,The atmosphere was good and the food was delicious!
40,taste,찹스테이크하고 리조또가 맛있네요?처음 방문했는데 기분 좋은 저녁 식사습니다??,"Chop steak and risotto are delicious? It's my first time visiting, and it's a pleasant dinner??"
41,taste,매장이 깨끗하고 넓어요!!! 음식도 맛있어요 다음에 또 올게요~??,"The store is clean and spacious!!! The food is good, too I'll be back next time??"
42,taste,서울숲 놀러와서 먹거리 찾다가 네이버에 떠서 와봤는데 너무 맛있네요! 양도 적당하고 식당 분위기도 좋아요,I came to Seoul Forest to look for food and came here because it came up on Naver. It's so good! It's just enough and the atmosphere at the restaurant is nice
43,taste,음식나오는 속도가 굉장히 빨라요! 맛도 좋네용,"The food is coming out really fast! It tastes good, too"
44,taste,금요일이라 예약하고 왔는데 조용하게 잘 먹었어요,"It's Friday, so I made a reservation and ate quietly"
45,taste,매장도 예쁘고 맛있어요 ! 스테이크가 플랫터같이 나와서 더 좋았어요 ? 알리오올리오 추천드려요 ?????,The store is pretty and delicious! It was better because the steak came out like a flatter. ? I recommend aglio e olio ???
46,taste,"양도 많고 가성비 좋아요
소스도 풍부해서 맛나요","It's a lot and cost-effective. It has a lot of sauce, so it's delicious"
47,taste,"메뉴가 싱겁거나 짜지 않아서 좋아요
크림리조또도 많이 느끼하지않아서
먹기에 좋고 봉골레 파스타도 간이 쎄지 않고
봉골레도 많이 들어있어 맛있어용
샐러드는 역시..말해모해 넘 맛잇네용
채소 상태도너무 좋네용!
커플 가족 친구끼리 오기 좋을것같아욘
추천추천","I like the menu because it's not bland or salty. Cream risotto isn't that greasy either. It's good to eat and vongole pasta is not salty. There's a lot of vongole in it, so it's good. Salad is definitely..It's so delicious. The vegetables are in great condition, too! I think it would be good to come with a couple family and friends. Recommendation, recommendation"
48,taste,"사장님도 친절하시고, 매장도 깨끗해요
음식 맛은 당연 짱!!","The boss is kind, and the store is clean. Of course, the food tastes the best!!"
49,taste,"친절하게 응대해주시고 음식도 맛있었습니다
다음에 서울숲 또 가게된다면 재방문하고 싶네요","They responded kindly and the food was delicious. If I go to Seoul Forest again, I want to visit again"
50,taste,"맛있게 잘 먹었습니당?
스테이크가 넘 마싯었는데 사진 첨부가 안되네요 ㅜㅜ 네이버 정신차려~!
담에 또 올게요??","Thank you for the delicious meal ?. I drank too much steak, but I can't attach a picture. ?????? NAVER, wake up! I'll come back next time??"
51,taste,맛있어요~~ 스테이크도 부드럽고 리조또도 괜찮아요! 안맵고 맛있습니다. ,It's delicious~ The steak is soft and risotto is okay! It's not spicy and delicious.
52,taste,고기 굽기는 웰던 느낌이었고 토마토파스타는 재료도 신선하고 맛있었습니다 잘먹고 갑니다,The meat was well-done and the ingredients for tomato pasta were fresh and delicious Thank you for the food
53,taste,"로제파스타, 크림리조또에 칵테일새우 들어있어 맛있어요. 먹던중에 로제파스타 소스가 부족해서 더 달라 부탁드렸는데 더 넣어 조리해 주셔서 따듯하고 맛있게 먹었어요. 부채살도 부드럽고 아이가 패밀리레스토랑 보다 맛나다고 하네요. ","Rose pasta, cream risotto, and cocktail shrimp are in it, so it's good. While I was eating it, I asked for more because I didn't have enough rose pasta sauce, but they cooked it with more, so I ate it warmly and deliciously. Fan fat is soft and the child tastes better than the family restaurant."
54,taste,"매장이 쾌적하고 음식도 맛있었어요
스테이크는 부드럽고 아마트리치아나는 매콤해서 조합이 좋았습니다. 
다음에 오면 다른 메뉴도 먹어보고싶어요! ","The store was pleasant and the food was delicious. The steak was soft and the amatriciana was spicy, so the combination was good. I'd like to try another menu next time I come!"
55,taste,여자친구랑 100일 기념으로 와서 세트로 시켰는데 가성비도 너무 좋고 샐러드도 모둠 샐러드로 여러가지 먹을 수 있어서 좋았어요? 그리고 스테이크는 진짜 강추!! 파스타는 해산물 파스타 오일로 먹었는데 고추가 들어가서 엄청 느끼하지 않고 잘먹었어요??,"I ordered it as a set with my girlfriend to celebrate the 100th day, and the cost-effectiveness was great, and the salad was good to eat as a group salad. ? And I really recommend the steak!! I had seafood pasta oil, but it wasn't too greasy and I ate it well??"
56,taste,"음식도 맛있고 분위기도 좋아서
데이트하기 좋을 것 같아용~~",The food is good and the atmosphere is good. I think it'll be good for a date
57,taste,맛있어요! 메뉴에 정성이 들어간게 느껴지는 맛이네욥. 맛있게 잘 먹었습니다.,It's delicious! I can feel the sincerity in the menu. I really enjoyed the meal.
58,taste,매장 안에 깨끗하고 맛있어요~,"Inside the store, it's clean and delicious"
59,taste,"급예약해서 왔는데 성공했네요^^
입맛 까다로운 따님 맛있다구 다 억었어요~~
스테이크도 파스타도 다 맛있어요^^","I made a reservation suddenly, but I succeeded ^^. My daughter, who has a picky taste, said it's delicious. Steak and pasta are all good^^"
60,taste,정말 맛있게 먹었습니다. 토시살을 스테이크로 부드고 이렇게 맛있게 먹은게 신기해요. 스테이크 너무 맛있어서 추가로 또 먹었어요. 전체적으로 모든 메뉴 다 맛있어요. 샐러드도 모든 샐러드 맛볼수있게 조금씩 섞어 나와서 너무너무 좋았어요. 당연히 재방문 의사 있습니다,"I really enjoyed the meal. It's amazing that I ate the meat tenderly and deliciously with steak. The steak was so good that I had another one. Overall, all the menus are delicious. The salad was mixed little by little so that I could taste all the salads, so it was really good. Of course, I'm willing to revisit"
61,taste,"친절하시고, 음식도 넘 맛있어요!! 다음에 또 오겠습니다~~~! 기념일에 오기 좋은 것 같아요.!",You're kind and the food is so delicious!! I'll be back next time~~~! I think it's good to come on anniversaries!
62,taste,스테이크랑 봉골레파스타 먹었는데 가격대비 맛도 맛있고 양도 많아서 좋아요,"I had steak and vongole pasta, and it's good because it's good for the price and it's a lot"
63,taste,여기 정말 자주오는데 봉골레파스파도 맛있지만 여긴 스테이크 맛집이예욯ㅎㅎ아웃백 스테이크보다 맛있음!!??????,"I come here very often, and Vongole pasta is delicious, but this is a steak restaurant. It's better than outback steak!!??????"
64,taste,"음식이 너무 맛있어서 사진 찍는것도 깜빡했네요ㅠㅠ 파스타 리조또 다 맛있어요!! 해산물도 신선하고 많이 들어있어용 ~!! 같이 온 친구랑 허겁지겁 먹었네요 ㅎㅎ
다음에 또 오겠습니당 ~! 번창하세요??????",The food was so delicious that I forgot to take a picture???????? Pasta risotto is all delicious!! Seafood is fresh and has a lot in it!! I ate with my friend in a friend who came with me I'll be back next time~! Wish you prosperity??????
65,taste,"연말모임하려고 예약하고 갔는데 친구들이 만족해했어요!
식전빵부터 일단 맛있었고 양도 생각보다 많아서 딱 적당히 잘먹고 온것같아요??
크림리조또도 원래 많이 먹으면 물려서 잘 못 먹는데 여기는 안 물리고 맛있게 잘먹었어요
다음에 기분 낼 만한 일 있을 때 또 올 수 있을 것 같아용?","I made a reservation for the year-end gathering, but my friends were satisfied! The bread before the meal was delicious first, and the amount was more than I thought, so I think I ate just enough. ??. I can't eat cream risotto because I get bitten when I eat it a lot, but I didn't get bitten here. I ate it deliciously. I think I can come again when I have something to feel good about. ?"
66,taste,"면이 진짜 맛있어요~!! 카프레제도 신선하고 스테이크 굽기도 딱 적당히 미디움으로 나와서 너무 맛있게 잘먹었어요~
근데 딱하나 아쉬운게 있다면 까르보나라 소스가 좀 부족했....
매장은 생각보다 크고 분위기도 좋아여
무엇보다도 주차장이 있어서 접근성이 너무 좋네요 ㅎㅎ","The noodles are really good!! The capreze was fresh and the steak was cooked in medium size, so I enjoyed the meal. But the only thing I regret is that the carbonara sauce was not enough... The store is bigger than I thought and the atmosphere is good. Above all, there's a parking lot, so it's very accessible Haha"
67,taste,"친구들과 모임 했어요~~
토욜인데 조용하게 맛있게 식사 했어요~~주문받는분이 친절하시네요~~*
담에 재방문 할듯합니다.","I had a meeting with my friends. It's Saturday, but I ate quietly and deliciouslyThe person receiving the order is kind~~*. I think I'll revisit it later."
68,taste,맛있고 분위기도 좋아요!,It's delicious and the atmosphere is good!
69,taste,"스테이크랑 파스타, 오렌지쥬스 주문했는데 탁월한선택이었어요ㅎㅎ 매장도 넓고 음식도 맛있어요^^","I ordered steak, pasta, and orange juice, and it was an excellent choiceThe store is large and the food is delicious^^"
70,taste,양도 많고 맛있는데 가격도 착해서 너무 만족스러웠습니다 특별한 날 오기 좋은 것 같아요,"It was a lot and delicious, but the price was nice, so I was very satisfied I think it's good to come on a special day"
71,taste,처음 와봤는데 다 맛있었어요!! 분위기도 좋고 예약도 되서 편하게 먹었습니당 부모님이랑 오기도 좋아서 다음에 또 올게요!!!! ㅎㅎ,"It's my first time here, and everything was delicious!! The atmosphere was good and the reservation was made, so I ate comfortably. It was nice to come with my parents, so I'll come again next time!!!! Haha"
72,taste,"음식도 맛있고 주차하기 편해서 두번째 방문했어요ㅎ
찹스테이크가 고기도 맛있고 소스도 맛있어서 추천해요!
불맛나면서 적당히 달짝지근한 소스라 제 입맛엔 딱이에요!
간이 너무 쎄거나 싱겁지않아 양식을 먹어도 뒷맛이 깔끔해요?
테이블 간 간격도 여유로운편이라 소규모 모임하기도 좋을 것 같습니다!","The food was delicious and it was easy to park, so I visited it for the second time. I recommend chop steak because the meat is delicious and the sauce is delicious! It's a kind of fiery and moderately sweet sauce, so it's perfect for my taste! The seasoning is not too strong or bland, so even if you eat Western food, the aftertaste is clean?. There's a lot of space between the tables, so it's a good idea to have a small meeting!"
73,taste,맛있네요!! 점심시간에 먹기 딱 인듯 ㅎㅎ 단골입니다,It's good! I think it's perfect to eat during lunch time. I'm a regular
74,taste,파스타가 다 맛있어용 양도 괜찮고 다음에 다른 메뉴 먹으러 또 올거 같아요♥,The pasta is all good. I think I'll come back to eat something else next time♥
75,taste,"서울숲 역에서 가까워서 방문하기 좋았습니다
음식 분위기 맛집이네요 잘 먹었습니다?",It was good to visit because it was close to Seoul Forest Station. The atmosphere of the food is great. Thank you for the food?
76,taste,타이거새우 로제파스타랑 크림리조또랑 스튜랑 카프레제샐러드~~~ 맛있어요! 좋은 사람과 좋은 날 맛있게 좋은 시간 보내다 갑니다?? ,"Tiger shrimp ros? pasta, cream risotto, stew, and capreze salad! It's delicious! I had a great time with a good person on a good day??"
77,taste,파스타 적당히 단단하고 소스도 맛나서 술술 잘 먹었어요 찹스테이크도 마늘양파도 많아서 제가 좋아하는 맛이였습니다. 다른 리뷰에서 식전빵이 맛있다고 했는데 우유식빵? 같이 부드럽고 달달했어요. 전체적으로 깔끔한 분위기에 조명도 좋아서 음식사진이 잘나왔어요 아주아주 만족하고 갑니다.,"The pasta was moderately hard and the sauce was good, so I ate it well There were a lot of chop steaks and garlic onions, so it was my favorite taste. Another review said that the bread was delicious, but it was soft and sweet like milk bread. The overall atmosphere is clean and the lighting is good, so the food picture came out well I'm very, very satisfied."
78,taste,"음식이 맛있고 분위기는 고급직 느낌에 비싼 레스토랑 온 느낌이네요.
남친 생일이라서 왔는데 너무 잘온거같아서 너무 좋아요.
가성비도 꽤 괜찮아요!!
","The food is delicious and the atmosphere is like a luxury job and it feels like I'm at an expensive restaurant.. I came here because it was my boyfriend's birthday, but I'm so happy that I came here.. The cost-effectiveness is pretty good, too!"
79,taste,"너무 너무 맛있고 깔끔해요~^^
부모님하고 좋은 시간 보내다 가요 ♡",It's so delicious and clean^^. Have a good time with your parents ♡
80,taste,너무 맛있고 가성비 최고에용!다음에 또올께요!!?,It's so delicious and cost effective!I'll come back next time!!?
81,taste,파스타 양도 많고 맛있어요? 좋은 시간 보내고 갑니다!,There's a lot of pasta and it's delicious? Have a good time!
82,taste,"너무 맛있고 근데 식전빵이진짜 맛있어요
해물이랑 로제 파스타 시켰는데 파스타 맛집이네요
우마이","It's really good. But the bread is really good. I ordered seafood and rose pasta, and it's a good pasta restaurant. Oh my"
83,taste,친절하시고 매장도 깔끔해요. 천장이 높아서 좋았어요 :) 파스타도 샐러드도 맛있고 가격도 착한 편이에요! ,They are kind and the store is clean. I liked the high ceiling :) Pasta and salad are delicious and the price is good!
84,taste,"로제파스타, 토마토 리조또, 부채살 스테이크 300g 먹었습니다!
스테이크 질기지 않고 칼 서걱서걱 잘 나가고 맛있어요!
해물 로제파스타랑 해물 토마토 리조또는 다른 레스토랑보다 해물이 더 많이 들어있어요! 특히 새우가 많이 있어서 좋아요!! 해물들도 신선합니다! 이런 퀄리티에 가격도 저렴하고 주차도 매장 이용하면 서울숲M타워 1시간 무료라 정말 마음에 들었습니다. 잘 먹고 가요?","I had 300g of rose pasta, tomato risotto, and fan meat steak! Steak is not tough, it's crunchy and delicious! It has more seafood than seafood ros? pasta, seafood tomato risotto, or other restaurants! Especially, I like it because there are a lot of shrimps!! Seafood is fresh, too! I really liked it because the price was cheap with this quality and parking was free for an hour at the Seoul Forest M Tower. Enjoy your meal ?"
